name,address,date,score
Steak-N-Shake,4199 Hacks Cross Road  Memphis. TN 38125,February 26. 2020,98
Subway #33752,8070 US Hwy 64. Suite 106  Bartlett. TN 38134,February 26. 2020,96
All Star Hot Wings:,2857 Kirby Parkway Suite 110  Memphis. TN 38119,February 26. 2020,91
COASTAL FISH COMPANY (E & D),415 GREAT VIEW DR. EAST. STE #101  Memphis. TN 38134,February 26. 2020,99
Memphis Towers,1081 Court Ave.  Memphis. TN 38104,February 26. 2020,97
Jr.'s Fish & Chicken,3087 S. Perkins Rd.  Memphis. TN 38118,February 26. 2020,98
Olive Garden Italian Restaurant/Bar,5679 Poplar Ave.. STE 101  Memphis. TN 38119,February 26. 2020,98
Sodexo U.S.A. St George's,8250 POPLAR AVE.  Germantown. TN 38138,February 25. 2020,100
SOUTHERN HANDS HOMESTYLE COOKING - FD-SRV.,3624 AUSTIN PEAY  Memphis. TN 38128,February 25. 2020,91
Newk's,3680 S. Houston Levee Rd.  Collierville. TN 38017,February 25. 2020,95
KIPP COLLIGATE HIGH - FD-SRV.,2110 HOWELL AVE.  Memphis. TN 38108,February 25. 2020,96
McDONALD'S,1472 S TREZEVANT  Memphis. TN 38114,February 25. 2020,96
The Grille,3711 Lamar Ave  Memphis. TN 38118,February 25. 2020,91
Krystal #MFS016,3675 Lamar Ave.  Memphis. TN 38118,February 25. 2020,90
BLINK - FD SRV.,1245 MADISON AVE.  Memphis. TN 38104,February 25. 2020,97
East End Skating Ctr,5718 Mt Moriah  Memphis. TN 38118,February 25. 2020,99
Five Guys Burgers and Fries,6600 Stage. Rd.. Suite #137  Memphis. TN 38134,February 25. 2020,100
PICCADILLY,5272 MT. MORIAH VIEW  Memphis. TN 38115,February 25. 2020,97
ST. GEORGE GERMANTOWN - FD-SRV,8250 POPLAR AVE.  Germantown. TN 38138,February 25. 2020,95
SMOKY CITY BAR - BE - QUE,1023 JACKSON AVE.  Memphis. TN 38107,February 25. 2020,95
Pizza Hut #4038,6532 Quince  Memphis. TN 38119,February 25. 2020,100
Cordova Middle School,900 Sanga Rd.  Memphis. TN 38018,February 24. 2020,100
STARBUCK'S ST JUDE # 2 - FD-SRV.,262 N.  DANNY THOMAS  Memphis. TN 38105,February 24. 2020,100
Ferraro's Pizzeria & Pub,111 Jackson Ave.  Memphis. TN 38103,February 24. 2020,99
DuBOIS LEADERSHIP P&P,8146 E SHELBY DR  Memphis. TN 38125,February 24. 2020,100
IHOP,1035 W. Poplar  Collierville. TN 38017,February 24. 2020,96
ALSAC EVENT CENTER - FD-SRV.,266 DANNY THOMAS PLACE  Memphis. TN 38105,February 24. 2020,99
Cordova Elementary Cafeteria,750 N. Sanga Rd.  Memphis. TN 38018,February 24. 2020,100
Starbucks #10084,3603 S. Houston Levee  Collierville. TN 38017,February 24. 2020,99
AW CATFISH AND WINGS,4340 AMERICAN WAY  Memphis. TN 38118,February 24. 2020,93
Gardenview Elementary,4075 Hartz  Memphis. TN 38116,February 23. 2020,98
Tamp & Tap,122 Gayoso Ave.  Memphis. TN 38103,February 23. 2020,98
CROWN PLAZA MEMPHIS - BAR,2625 Thousand Oaks Blvd.  Memphis. TN 38118,February 23. 2020,98
Crowne Plaza (Food Svcs),2625 Thousand Oaks Blvd.  Memphis. TN 38118,February 23. 2020,93
ST. GEORGE HIGH SCHOOL,1880 WOLF RIVER  Collierville. TN 38017,February 23. 2020,98
EDUCATION IS THE KEY - Fd Svc,975 N. Thomas St.  Memphis. TN 38107,February 23. 2020,97
Shady Grove Ywca After School,5360 Shady Grove  Memphis. TN 38119,February 23. 2020,100
Shady Grove (Satellite),5360 Shady Grove  Memphis. TN 38128,February 23. 2020,97
M M The Clown Day Care Center - Food,466 E. Raines Rd.  Memphis. TN 38109,February 20. 2020,99
Kingsbury Vocational,1328 N. Graham  Memphis. TN 38122,February 20. 2020,96
CHICKEN SALAD CHICK,2126 EXETER STE 103  Germantown. TN 38138,February 20. 2020,99
Subway #2880,7850 Poplar Ave.. STE #30  Germantown. TN 38138,February 20. 2020,99
GOODWILL HOMES LEARNING CENTER - FACILITY,4590 GOODWILL ROAD  Memphis. TN 38109,February 20. 2020,99
Lausanne Collegiate School-Concession,1381 W. Massey  Memphis. TN 38120,February 20. 2020,99
Lausanne Collegiate School,1381 W. Massey Rd.  Memphis. TN 38120,February 20. 2020,96
Jimmy John's,7850 Poplar. Suite 22  Germantown. TN 38138,February 20. 2020,100
Memphis Union Mission,383 Poplar Ave.  Memphis. TN 38103,February 20. 2020,97
Ferraro's Pizzeria & Pub - Bar,111 Jackson Ave.  Memphis. TN 38103,February 20. 2020,100
Lausanne Collegiate School-Coffee Shop,1381 Massey  Memphis. TN 38119,February 20. 2020,98
ST. VINCENT DE PAUL  - FOOD MINISTRIES - FD-SRV.,1306 MONROE  Memphis. TN 38104,February 20. 2020,97
LAMPLIGHTER LOUNGE,1702 MADISON AVE  Memphis. TN 38104,February 20. 2020,97
TAZIKI'S,7850 US HIGHWAY 72  Germantown. TN 38138,February 20. 2020,99
Los Comales INC.,2860 S. Perkins St.  Memphis. TN 38118,February 20. 2020,98
Goodwill Homes Learning Center,4590 Goodwill RD  Memphis. TN 38109,February 20. 2020,99
Broadway Pizza - Bar - EAST,629 S MENDENHALL  Memphis. TN 38117,February 20. 2020,97
Starbucks,940 W. Poplar Avenue Suite 101  Collierville. TN 38017,February 19. 2020,99
Germantown Elementary,2730 Cross Country Ln  Germantown. TN 38138,February 19. 2020,100
Pete & Sam's,3886 Park Ave.  Memphis. TN 38111,February 19. 2020,100
THANKS A LATTE,2760 N GERMANTOWN PKWY  Memphis. TN 38133,February 19. 2020,98
Germantown Middle School,7925 C. D. Smith Rd.  Germantown. TN 38138,February 19. 2020,99
Willow Oaks Elem Afterschool,4417 Willow Rd.  Memphis. TN 38117,February 19. 2020,98
Memphis Nites - Bar,3297 Kirby Pkwy.  Memphis. TN 38115,February 19. 2020,100
Bluefin - Bar,135 S Main St  Memphis. TN 38103,February 19. 2020,98
Local Gastropub (Bar),95 S. Main St.  Memphis. TN 38103,February 19. 2020,95
Bluefin,135 S Main St  Memphis. TN 38103,February 19. 2020,96
Memphis Nites,3297 Kirby Pkwy.  Memphis. TN 38115,February 19. 2020,99
Mandarin Express,2760 N. Germantown Pkwy  Memphis. TN 38133,February 19. 2020,96
Local Gastropub,95 S. Main St.  Memphis. TN 38103,February 19. 2020,97
St. Mary's Catholic Church Soup Kitchen,155 Market Ave.  Memphis. TN 38105,February 19. 2020,98
Center For Southern Folklore,123 S. Main St.  Memphis. TN 38103,February 19. 2020,97
LIL MIRACLES,2065 CRANBERRY DR  Memphis. TN 38134,February 19. 2020,99
Oakhaven High,3125 Ladbrook  Memphis. TN 38116,February 19. 2020,97
Springdale Elementary (Satellite),880 N. Hollywood  Memphis. TN 38108,February 19. 2020,98
Ciao Baby Neopolitan Pizza,890 W. Poplar. Suite 1  Collierville. TN 38017,February 19. 2020,99
BOURBON ST. GRILL,2760 N GERMANTOWN PKWY STE #220  Memphis. TN 38133,February 19. 2020,96
VIETNAM RESTAURANT - FD-SRV.,74 CLEVELAND  Memphis. TN 38104,February 19. 2020,94
St. Louis School,5192 Shady Grove  Memphis. TN 38119,February 19. 2020,98
AMERICAN DELI,3545 PARK AVENUE  Memphis. TN 38111,February 19. 2020,97
Bhan Thai Food - Bar,1324 Peabody Ave.  Memphis. TN 38104,February 19. 2020,100
Captain D's,784 W. Poplar Ave.  Collierville. TN 38017,February 19. 2020,98
Center For Southern Folklore,119 S. Main St.. STE 106  Memphis. TN 38103,February 19. 2020,97
PETE & SAMS,3886 PARK AVE  Memphis. TN 38111,February 19. 2020,99
Willow Oaks Elementary,4417 Willow  Memphis. TN 38114,February 19. 2020,97
El Mezcal - Bar,402 Perkins Extended Ste B  Memphis. TN 38117,February 19. 2020,97
RUNWAY GRILLE - FD-SRV.,3183 WINCHESTER ROAD  Memphis. TN 38118,February 19. 2020,99
St. Louis Afterschool,5192 Shady Grove  Memphis. TN 38117,February 19. 2020,100
Wendy's,9197 Poplar Avenue  Germantown. TN 38138,February 18. 2020,98
Marco's Pizza,7685 Farmington BLVD Suite 103  Germantown. TN 38138,February 18. 2020,97
Starbucks (St. Jude Hospital),262 Danny Thomas Pl. Mail Stop 211  Memphis. TN 38105,February 18. 2020,100
Cafe Med,1817 Kirby Parkway  Germantown. TN 38138,February 18. 2020,94
FLIK/COMPASS - USA AT ST. GEORGE'S SCHOOL,3749 KIMBALL ST  Memphis. TN 38111,February 18. 2020,94
Krystal #MFS012,3330 Austin Peay  Memphis. TN 38128,February 18. 2020,91
MILK DESSERT BAR,1789 KIRBY PKWY STE 10  Germantown. TN 38138,February 18. 2020,100
MAI SUSHI,262 DANNY THOMAS PLACE  Memphis. TN 38105,February 18. 2020,100
Arby's #86,967 W. Poplar  Collierville. TN 38017,February 18. 2020,99
Panda Express,585 Germantown Pkwy N.  Cordova. TN 38018,February 18. 2020,96
Richland Elem Afterschool,5440 Rich Rd.  Memphis. TN 38119,February 18. 2020,98
Wendy's,5541 Poplar Avenue  Memphis. TN 38119,February 18. 2020,96
Backyard Burger # 16,9000 Hwy 64  Memphis. TN 38135,February 18. 2020,96
Richland Elementary,5440 Rich Rd.  Memphis. TN 38117,February 18. 2020,96
Firehouse Subs,7685 W. Farmington Blvd.  Germantown. TN 38138,February 18. 2020,99
Alpha Vision Learning Center - Fd Svc,4379 Stage Rd.  Memphis. TN 38128,February 17. 2020,98
Yellow Rose - Bar,4226 S. Third St.  Memphis. TN 38109,February 17. 2020,100
Yellow Rose,4226 S. Third St.  Memphis. TN 38109,February 17. 2020,99
3 FLAGS GRILL AND ICE CREAM - FD-SRV.,461 E SHELBY DRIVE  Memphis. TN 38116,February 17. 2020,98
Rayford - FD,4270 S. Third St.  Memphis. TN 38109,February 17. 2020,98
Second Presbyterian Day School (Fd Svc),4025 Poplar Ave.  Memphis. TN 38111,February 17. 2020,96
Unique Catering and Events Center,2751 Bartlett Blvd  Memphis. TN 38134,February 16. 2020,98
Senor Taco,5393 Knight Arnold  Memphis. TN 38115,February 16. 2020,96
Sekisui Midtown - Bar,25 S. Belvedere  Memphis. TN 38104,February 16. 2020,96
Subway #10656,941 Getwell Rd.  Memphis. TN 38111,February 16. 2020,100
Sekisui Midtown,25 S. Belvedere  Memphis. TN 38104,February 16. 2020,89
QUINTESSENTIAL SWEETS - FD-SRV.,2811 BARTLETT BLVD.  Memphis. TN 38134,February 16. 2020,90
MR. FRAZIER'S FISH FRY,4630 Newton  Memphis. TN 38109,February 15. 2020,98
GEN-X INN,1177 MADISON AVE  Memphis. TN 38104,February 13. 2020,97
Duffy's Pizza,212 N. Fourth St.  Memphis. TN 38103,February 13. 2020,95
Mt. Vernon Daycare Food Service,620 Parkrose  Memphis. TN 38109,February 13. 2020,94
Sheffield High,4315 Sheffield  Memphis. TN 38114,February 13. 2020,99
Subway #5054,3335 Winchester  Memphis. TN 38118,February 13. 2020,98
Wendy's,2845 Kirby Parkway  Memphis. TN 38119,February 12. 2020,90
KIPP MEMPHIS ACADEMY ELEMENTARY,2248 SHANNON ROAD  Memphis. TN 38108,February 12. 2020,99
Garden Inn & Suites - Continential Breakfast,3419 American Way.  Memphis. TN 38118,February 12. 2020,96
Raleigh-Bartlett Meadows,5195 Twin Woods Rd.  Memphis. TN 38134,February 12. 2020,100
HI-TONE BAR,414 CLEVELAND AVE  Memphis. TN 38104,February 12. 2020,100
American Way Middle School Cafeteria,3805 American Way.  Memphis. TN 38118,February 12. 2020,100
MORRISON COFFEE SHOP - THE COPPER SPOON - FD-SRV.,1265 UNION AVENUE  Memphis. TN 38104,February 12. 2020,99
HI TONE CAFE - FD-SRV.,412 N CLEVELAND  Memphis. TN 38104,February 12. 2020,98
Balmoral Elementary,5905 Grosvenor  Memphis. TN 38119,February 12. 2020,99
Exline's Pizza,2801 Kirby Pkwy. STE 701  Memphis. TN 38119,February 12. 2020,98
LOS CABOS - FD-SRV.,6600 STAGE RD SUITE 106  Memphis. TN 38134,February 12. 2020,93
Starbucks #10054,2801 Kirby Pkwy. Ste 105  Memphis. TN 38119,February 12. 2020,98
SAGE,94 MAIN ST  Memphis. TN 38103,February 12. 2020,98
Cici's Pizza,6600 Stage Rd.. STE 123  Bartlett. TN 38134,February 11. 2020,94
Kingsbury Elementary,4055 Bayliss  Memphis. TN 38122,February 11. 2020,99
Woodland Presbyterian Church - Food Svcs,5217 Park Ave.  Memphis. TN 38119,February 11. 2020,100
AL'S TASTY BURGER - FD-SRV.,1056 BROOKS RD  Memphis. TN 38116,February 11. 2020,95
The Brass Door - Food,152 Madison Ave.  Memphis. TN 38103,February 11. 2020,96
Saito Restaurant,6600 Stage Road Ste 101  Bartlett. TN 38134,February 11. 2020,87
The Brass Door - Bar Upstairs,152 Madison Ave.  Memphis. TN 38103,February 11. 2020,100
Bartlett High - Vo-Tech Food Class,5688 Woodlawn  Bartlett. TN 38134,February 11. 2020,99
Kingsbury Sr. High School,1270 N. Graham  Memphis. TN 38122,February 11. 2020,98
Shelby Oaks Elementary,6053 Summer Ave.  Memphis. TN 38134,February 11. 2020,100
M.I.F.A. Meals,383 Madison Ave.  Memphis. TN 38105,February 6. 2020,98
Howard's Donuts,8130 Bellevue Pkwy  Cordova. TN 38016,February 5. 2020,92
KIPP MEMPHIS COLLEGIATE ELEMENTARY/MIDDLE,230 HENRY  Memphis. TN 38107,February 5. 2020,96
Dunbar Elementary,2606 Select  Memphis. TN 38114,February 5. 2020,99
Days Inn - Food,3839 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,95
Steak Escape,2760 N. Germantown Pkwy. STE 252  Memphis. TN 38133,February 5. 2020,97
Raleigh-Egypt High,3970 Voltaire  Memphis. TN 38128,February 5. 2020,99
Marlowe's Restaurant Bar,4381 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,98
Egypt Elementary,4160 Karen Cv  Memphis. TN 38128,February 5. 2020,99
SOUTHERN FOOD SERVICE AT MITSUBISHI - FD-SRV.,2865 RIVERPORT  Memphis. TN 38109,February 5. 2020,93
FUEL FOOD TRUCK 2.0,1761 MADISON AVE  Memphis. TN 38104,February 5. 2020,96
Gordon Elementary,780 Decatur St.  Memphis. TN 38107,February 5. 2020,100
IZAKAYA - FD-SRV.,1433 UNION AVE.  Memphis. TN 38104,February 5. 2020,94
Raleigh Egypt Middle School,4215 Alice Ann  Memphis. TN 38128,February 5. 2020,97
McDonald's #10158,3120 S. Third St.  Memphis. TN 38109,February 5. 2020,99
Marlowe's Restaurant,4381 Elvis Presley  Memphis. TN 38116,February 5. 2020,94
HOLIDAY INN EXPRESS - FD-SRV.,4068 Stansell Court  Memphis. TN 38125,February 5. 2020,99
Ida B. Wells School,995 S. Lauderdale St.  Memphis. TN 38106,February 5. 2020,98
Rich Enhancement Development,1807 John Paul Dr.  Memphis. TN 38114,February 4. 2020,100
Taqueria Guadalupana #3,3160 Austin Peay Hwy.  Memphis. TN 38128,February 4. 2020,93
M.I.F.A. Meals,383 Madison Ave.  Memphis. TN 38105,February 6. 2020,98
Howard's Donuts,8130 Bellevue Pkwy  Cordova. TN 38016,February 5. 2020,92
KIPP MEMPHIS COLLEGIATE ELEMENTARY/MIDDLE,230 HENRY  Memphis. TN 38107,February 5. 2020,96
Dunbar Elementary,2606 Select  Memphis. TN 38114,February 5. 2020,99
Days Inn - Food,3839 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,95
Steak Escape,2760 N. Germantown Pkwy. STE 252  Memphis. TN 38133,February 5. 2020,97
Raleigh-Egypt High,3970 Voltaire  Memphis. TN 38128,February 5. 2020,99
Marlowe's Restaurant Bar,4381 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,98
Egypt Elementary,4160 Karen Cv  Memphis. TN 38128,February 5. 2020,99
SOUTHERN FOOD SERVICE AT MITSUBISHI - FD-SRV.,2865 RIVERPORT  Memphis. TN 38109,February 5. 2020,93
FUEL FOOD TRUCK 2.0,1761 MADISON AVE  Memphis. TN 38104,February 5. 2020,96
Gordon Elementary,780 Decatur St.  Memphis. TN 38107,February 5. 2020,100
IZAKAYA - FD-SRV.,1433 UNION AVE.  Memphis. TN 38104,February 5. 2020,94
Raleigh Egypt Middle School,4215 Alice Ann  Memphis. TN 38128,February 5. 2020,97
McDonald's #10158,3120 S. Third St.  Memphis. TN 38109,February 5. 2020,99
Marlowe's Restaurant,4381 Elvis Presley  Memphis. TN 38116,February 5. 2020,94
HOLIDAY INN EXPRESS - FD-SRV.,4068 Stansell Court  Memphis. TN 38125,February 5. 2020,99
Ida B. Wells School,995 S. Lauderdale St.  Memphis. TN 38106,February 5. 2020,98
Rich Enhancement Development,1807 John Paul Dr.  Memphis. TN 38114,February 4. 2020,100
Taqueria Guadalupana #3,3160 Austin Peay Hwy.  Memphis. TN 38128,February 4. 2020,93
M.I.F.A. Meals,383 Madison Ave.  Memphis. TN 38105,February 6. 2020,98
Howard's Donuts,8130 Bellevue Pkwy  Cordova. TN 38016,February 5. 2020,92
KIPP MEMPHIS COLLEGIATE ELEMENTARY/MIDDLE,230 HENRY  Memphis. TN 38107,February 5. 2020,96
Dunbar Elementary,2606 Select  Memphis. TN 38114,February 5. 2020,99
Days Inn - Food,3839 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,95
Steak Escape,2760 N. Germantown Pkwy. STE 252  Memphis. TN 38133,February 5. 2020,97
Raleigh-Egypt High,3970 Voltaire  Memphis. TN 38128,February 5. 2020,99
Marlowe's Restaurant Bar,4381 Elvis Presley Blvd.  Memphis. TN 38116,February 5. 2020,98
Egypt Elementary,4160 Karen Cv  Memphis. TN 38128,February 5. 2020,99
SOUTHERN FOOD SERVICE AT MITSUBISHI - FD-SRV.,2865 RIVERPORT  Memphis. TN 38109,February 5. 2020,93
FUEL FOOD TRUCK 2.0,1761 MADISON AVE  Memphis. TN 38104,February 5. 2020,96
Gordon Elementary,780 Decatur St.  Memphis. TN 38107,February 5. 2020,100
IZAKAYA - FD-SRV.,1433 UNION AVE.  Memphis. TN 38104,February 5. 2020,94
Raleigh Egypt Middle School,4215 Alice Ann  Memphis. TN 38128,February 5. 2020,97
McDonald's #10158,3120 S. Third St.  Memphis. TN 38109,February 5. 2020,99
Marlowe's Restaurant,4381 Elvis Presley  Memphis. TN 38116,February 5. 2020,94
HOLIDAY INN EXPRESS - FD-SRV.,4068 Stansell Court  Memphis. TN 38125,February 5. 2020,99
Ida B. Wells School,995 S. Lauderdale St.  Memphis. TN 38106,February 5. 2020,98
Taqueria Guadalupana #3,3160 Austin Peay Hwy.  Memphis. TN 38128,February 4. 2020,93
Rich Enhancement Development,1807 John Paul Dr.  Memphis. TN 38114,February 4. 2020,100
SAWMILL CAFE - FD-SRV,8323 US HWY 51 N  Millington. TN 38053,January 30. 2020,97
Brooklyn Bridge Rest. - Bar,1779 Kirby Parkway  Memphis. TN 38138,January 30. 2020,100
Central High School,306 S. Bellevue Blvd.  Memphis. TN 38104,January 30. 2020,100
Side Porch Steakhouse. The,5689 Stage Rd.  Memphis. TN 38134,January 30. 2020,95
SARAH LEE'S SOUTHERN COOKING,6646 HWY 51  Millington. TN 38053,January 30. 2020,96
IZAKAYA - UPSTAIRS BAR,1433 UNION AVE.  Memphis. TN 38104,January 30. 2020,98
Bleu Restaurant,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Bleu Restaurant - Bar,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Crump Road Elementary,4405 Crump  Memphis. TN 38115,January 30. 2020,100
Carver College and Career Academy,1591 Pennsylvania Ave.  Memphis. TN 38106,January 29. 2020,100
Northeast Prep/Macon Alternative School,986 N. Mendenhall  Memphis. TN 38122,January 29. 2020,96
JERRY'S SNOW CONES,1601 BONNIE LANE  Cordova. TN 38016,January 29. 2020,98
VISION PREPARATORY CHARTER SCHOOL - FD-SRV,260 JOUBERT ST  Memphis. TN 38109,January 29. 2020,99
Square Beans Coffee,103 N. Center St.  Collierville. TN 38017,January 29. 2020,99
A.B. Hill Elementary (Food Service),345 Olive  Memphis. TN 38106,January 29. 2020,99
Colonial Middle School - Fd Svc,1370 Colonial  Memphis. TN 38117,January 29. 2020,99
ANNESDALE ENRICHMENT CENTER,1671 EUCLID AVE  Memphis. TN 38114,January 29. 2020,99
Downtown Elementary (Food Svc),10 N. Fourth St.  Memphis. TN 38103,January 29. 2020,100
FANTASTIC FOODS - MOBILE UNIT,4432 S THIRD ST  Memphis. TN 38109,January 29. 2020,93
POWER CENTER ACEDEMY HIGH SCHOOL - FD-SRV.,5390 MENDENHALL SQUARE  Memphis. TN 38118,January 29. 2020,100
SAWMILL CAFE - FD-SRV,8323 US HWY 51 N  Millington. TN 38053,January 30. 2020,97
Brooklyn Bridge Rest. - Bar,1779 Kirby Parkway  Memphis. TN 38138,January 30. 2020,100
Central High School,306 S. Bellevue Blvd.  Memphis. TN 38104,January 30. 2020,100
Side Porch Steakhouse. The,5689 Stage Rd.  Memphis. TN 38134,January 30. 2020,95
SARAH LEE'S SOUTHERN COOKING,6646 HWY 51  Millington. TN 38053,January 30. 2020,96
IZAKAYA - UPSTAIRS BAR,1433 UNION AVE.  Memphis. TN 38104,January 30. 2020,98
Bleu Restaurant,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Bleu Restaurant - Bar,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Crump Road Elementary,4405 Crump  Memphis. TN 38115,January 30. 2020,100
Carver College and Career Academy,1591 Pennsylvania Ave.  Memphis. TN 38106,January 29. 2020,100
Northeast Prep/Macon Alternative School,986 N. Mendenhall  Memphis. TN 38122,January 29. 2020,96
JERRY'S SNOW CONES,1601 BONNIE LANE  Cordova. TN 38016,January 29. 2020,98
VISION PREPARATORY CHARTER SCHOOL - FD-SRV,260 JOUBERT ST  Memphis. TN 38109,January 29. 2020,99
Square Beans Coffee,103 N. Center St.  Collierville. TN 38017,January 29. 2020,99
A.B. Hill Elementary (Food Service),345 Olive  Memphis. TN 38106,January 29. 2020,99
Colonial Middle School - Fd Svc,1370 Colonial  Memphis. TN 38117,January 29. 2020,99
ANNESDALE ENRICHMENT CENTER,1671 EUCLID AVE  Memphis. TN 38114,January 29. 2020,99
Downtown Elementary (Food Svc),10 N. Fourth St.  Memphis. TN 38103,January 29. 2020,100
FANTASTIC FOODS - MOBILE UNIT,4432 S THIRD ST  Memphis. TN 38109,January 29. 2020,93
POWER CENTER ACEDEMY HIGH SCHOOL - FD-SRV.,5390 MENDENHALL SQUARE  Memphis. TN 38118,January 29. 2020,100
SAWMILL CAFE - FD-SRV,8323 US HWY 51 N  Millington. TN 38053,January 30. 2020,97
Brooklyn Bridge Rest. - Bar,1779 Kirby Parkway  Memphis. TN 38138,January 30. 2020,100
Central High School,306 S. Bellevue Blvd.  Memphis. TN 38104,January 30. 2020,100
Side Porch Steakhouse. The,5689 Stage Rd.  Memphis. TN 38134,January 30. 2020,95
SARAH LEE'S SOUTHERN COOKING,6646 HWY 51  Millington. TN 38053,January 30. 2020,96
IZAKAYA - UPSTAIRS BAR,1433 UNION AVE.  Memphis. TN 38104,January 30. 2020,98
Bleu Restaurant,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Bleu Restaurant - Bar,221 S. Third St.  Memphis. TN 38103,January 30. 2020,99
Crump Road Elementary,4405 Crump  Memphis. TN 38115,January 30. 2020,100
Carver College and Career Academy,1591 Pennsylvania Ave.  Memphis. TN 38106,January 29. 2020,100
Northeast Prep/Macon Alternative School,986 N. Mendenhall  Memphis. TN 38122,January 29. 2020,96
JERRY'S SNOW CONES,1601 BONNIE LANE  Cordova. TN 38016,January 29. 2020,98
VISION PREPARATORY CHARTER SCHOOL - FD-SRV,260 JOUBERT ST  Memphis. TN 38109,January 29. 2020,99
Square Beans Coffee,103 N. Center St.  Collierville. TN 38017,January 29. 2020,99
A.B. Hill Elementary (Food Service),345 Olive  Memphis. TN 38106,January 29. 2020,99
Colonial Middle School - Fd Svc,1370 Colonial  Memphis. TN 38117,January 29. 2020,99
ANNESDALE ENRICHMENT CENTER,1671 EUCLID AVE  Memphis. TN 38114,January 29. 2020,99
Downtown Elementary (Food Svc),10 N. Fourth St.  Memphis. TN 38103,January 29. 2020,100
FANTASTIC FOODS - MOBILE UNIT,4432 S THIRD ST  Memphis. TN 38109,January 29. 2020,93
POWER CENTER ACEDEMY HIGH SCHOOL - FD-SRV.,5390 MENDENHALL SQUARE  Memphis. TN 38118,January 29. 2020,100
POWER CENTER ACADEMY MIDDLE SCHOOL,5449 WINCHESTER RD  Memphis. TN 38118,January 29. 2020,100
Collierville Best Wings,2059 S. Houston Levee Ste. 118  Germantown. TN 38139,January 29. 2020,99
Riverview School,241 Majuba  Memphis. TN 38106,January 29. 2020,100
Memphis Scholars Florida Kansas (Food Svc),90 W. Olive Ave.  Memphis. TN 38106,January 29. 2020,98
Grace Celebration Lutheran Church,8601 Trinity Rd.  Cordova. TN 38018,January 29. 2020,100
RISE BISCUITS & DONUTS,7535 POPLAR AVE  Germantown. TN 38138,January 28. 2020,94
Collierville Middle School,580 Quinn RD  Collierville. TN 38017,January 28. 2020,99
Huey's,1771 N. Germantown Pkwy  Cordova. TN 38018,January 28. 2020,98
Jack Pirtle Carry Out,811 S. Highland  Memphis. TN 38111,January 28. 2020,93
MIFA-Highland Meadows,3517 Andy Way Ln  Memphis. TN 38128,January 28. 2020,100
Memphis Junior Academy - Cafeteria,50 N. Mendenhall  Memphis. TN 38117,January 28. 2020,95
Memphis Pizza Cafe,797 W. Poplar  Collierville. TN 38017,January 28. 2020,97
Mifa - Bartlett Community Center,5727 Woodlawn  Memphis. TN 38134,January 28. 2020,100
White Station High,514 S. Perkins Rd.  Memphis. TN 38117,January 28. 2020,97
Donald Donuts,5144 Riverdale. STE 109  Memphis. TN 38141,January 28. 2020,99
Kentucky Fried Chicken #49,6262 Winchester  Memphis. TN 38115,January 28. 2020,97
MSU Campus School,535 Zack Curlin Dr.  Memphis. TN 38152,January 28. 2020,100
Smoothie King,1995 Union Ave.  Memphis. TN 38104,January 28. 2020,98
Alex's Inc.,1445 Jackson Ave.  Memphis. TN 38107,January 28. 2020,96
St. Mary's Episcopal School,60 Perkins Extended  Memphis. TN 38117,January 28. 2020,95
ST. Mary's Episcopal Elementary School,41 N. Perkins  Memphis. TN 38117,January 28. 2020,98
Milano's Pizza,7936 Hwy 51 N.  Millington. TN 38053,January 27. 2020,63
Sodexo U.S.A. - Harding Academy,1100 Cherry Rd.  Memphis. TN 38117,January 27. 2020,100
Summer Twin Drive-In,5310 Summer Ave.  Memphis. TN 38122,January 27. 2020,99
Logan's Roadhouse Restaurant & Bar,7755 Winchester Rd.  Memphis. TN 38125,January 27. 2020,99
Sea Isle Elementary,5250 Sea Isle  Memphis. TN 38117,January 27. 2020,100
Krystal  #MTN002,7856 Hwy 51  Millington. TN 38053,January 27. 2020,94
Hamilton High School (Fd Svc),1363 Person  Memphis. TN 38106,January 27. 2020,99
New Glory Preparatory & Learning Center,1044 Mississippi  Memphis. TN 38126,January 27. 2020,99
BURGERIM (BAR),569 S HIGHLAND ST  Memphis. TN 38111,January 27. 2020,100
KOOKY CANUCK - FD-SRV,1250 N GERMANTOWN SUITE 123  Cordova. TN 38016,January 27. 2020,96
KIPP MEMPHIS PREPARATORY MIDDLE - FD-SRV,2230 CORRY RD  Memphis. TN 38106,January 27. 2020,99
Chick Fil-A #02308,1980 Union Ave.  Memphis. TN 38104,January 27. 2020,98
Incarnation Elementary School,360 Bray Station Rd.  Collierville. TN 38017,January 27. 2020,100
Schilling Elementary School,935 Colbert ST  Collierville. TN 38017,January 27. 2020,99
Pizza Hut #1540,7911 Highway 51 N.  Millington. TN 38053,January 27. 2020,96
